Date,Category,Payment_Mode,Description,Amount,Cashback
3/4/2024,Entertainment,Credit Card,Gaming console purchase,246.47,0
3/4/2024,Groceries,Credit Card,Bought fresh fruits and snacks,544.12,0
3/5/2024,Groceries,Debit Card,Bought fresh fruits and snacks,936.54,0
3/5/2024,Transportation,Cash,Uber ride to the office,502.67,0
3/5/2024,Food,Netbanking,Had dinner at a restaurant with friends,880.97,0
3/5/2024,Medical Health,Debit Card,Doctor's consultation fee,759.76,0
3/5/2024,Medical Health,Credit Card,Bought medication,375.89,0
3/5/2024,Investment,Cash,Purchased bonds,218.77,0
3/5/2024,Medical Health,UPI,Doctor's consultation fee,128.47,0
3/5/2024,Food,Cash,Took out a meal from a restaurant,266.94,0
3/6/2024,Entertainment,Netbanking,Concert tickets,87.8,0
3/6/2024,Entertainment,Debit Card,Concert tickets,370.25,0
3/6/2024,Entertainment,Debit Card,Movie tickets,549.95,0
3/6/2024,Medical Health,Netbanking,Health checkup cost,427.57,0
3/6/2024,Food,Cash,Had lunch at hotel,719.58,0
3/6/2024,Transportation,Netbanking,Fuel refilled for the bike,378.99,0
3/6/2024,Groceries,Netbanking,Bought vegetables and fruits,105,0
3/7/2024,Medical Health,UPI,Doctor's consultation fee,956.55,0
3/7/2024,Investment,Cash,Purchased bonds,509.48,0
3/7/2024,Investment,Credit Card,Bought mutual fund units,906.89,4.35
3/7/2024,Entertainment,UPI,Gaming console purchase,657.78,0
3/7/2024,Shopping,Cash,Bought clothes,395.07,0
3/7/2024,Shopping,Debit Card,Bought household items,369.38,0
3/8/2024,Transportation,Cash,Bought a metro ticket for travel,955.11,0
3/8/2024,Shopping,Credit Card,Bought household items,436.62,0
3/8/2024,Groceries,Cash,Purchased daily essentials,182.39,0
3/8/2024,Groceries,Cash,Bought vegetables and fruits,300.58,0
3/8/2024,Groceries,Cash,Bought vegetables and fruits,371.35,0
3/8/2024,Food,Cash,Had lunch at hotel,64.4,0
3/8/2024,Groceries,Cash,Bought vegetables and fruits,851.65,0
3/8/2024,Investment,UPI,Invested in stocks,589.19,0
3/8/2024,Medical Health,Debit Card,Medical insurance payment,425.07,0
3/8/2024,Groceries,Credit Card,Purchased daily essentials,728.04,0
3/9/2024,Medical Health,Cash,Bought medication,687.72,0
3/9/2024,Food,Debit Card,Ordered food from swiggy,581.74,0
3/9/2024,Investment,UPI,Investment in gold,19.68,0
3/10/2024,Shopping,Credit Card,Bought household items,481.47,8.98
3/10/2024,Transportation,Debit Card,Uber ride to the office,747.91,0
3/10/2024,Shopping,Cash,Bought a gift for a friend's birthday,664.22,0
3/10/2024,Entertainment,Debit Card,Concert tickets,168.97,0
3/10/2024,Entertainment,Netbanking,Concert tickets,331.3,0
3/10/2024,Medical Health,Cash,Health checkup cost,345.67,0
3/10/2024,Medical Health,Credit Card,Bought medication,236.74,1.51
3/10/2024,Shopping,Debit Card,Bought a gift for a friend's birthday,450.66,0
3/10/2024,Shopping,UPI,Bought clothes,347.22,0.52
3/11/2024,Food,Cash,Took out a meal from a restaurant,560.28,0
3/11/2024,Groceries,Netbanking,Bought vegetables and fruits,126.84,0
3/11/2024,Food,UPI,Had dinner at a restaurant with friends,840.9,0
3/11/2024,Food,Credit Card,Had lunch at hotel,584.78,0
3/11/2024,Food,Credit Card,Took out a meal from a restaurant,701.81,0
3/11/2024,Medical Health,Credit Card,Health checkup cost,268.35,0
3/11/2024,Transportation,Debit Card,Fuel refilled for the bike,886.89,0
3/11/2024,Shopping,Cash,Shopping for accessories,965.06,0
3/11/2024,Transportation,UPI,Uber ride to the office,667.95,0
3/12/2024,Investment,Netbanking,Bought mutual fund units,369.34,0
3/12/2024,Transportation,Credit Card,Bought a metro ticket for travel,52.81,0
3/12/2024,Shopping,Credit Card,Bought clothes,991.88,1.53
3/12/2024,Shopping,Debit Card,Shopping for accessories,139.16,0
3/12/2024,Investment,Netbanking,Purchased bonds,36.9,0
3/12/2024,Groceries,Debit Card,Purchased daily essentials,170.52,0
3/12/2024,Investment,Credit Card,Investment in gold,602.84,2.33
3/13/2024,Food,Cash,Took out a meal from a restaurant,94.36,0
3/13/2024,Investment,UPI,Invested in stocks,909.1,0
3/13/2024,Shopping,Debit Card,Bought household items,408.45,0
3/13/2024,Shopping,Cash,Bought a gift for a friend's birthday,188.03,0
3/13/2024,Groceries,UPI,Purchased daily essentials,169.75,6.47
3/13/2024,Investment,Credit Card,Bought mutual fund units,784.86,0
3/13/2024,Medical Health,Netbanking,Bought medication,12.84,0
3/13/2024,Shopping,Cash,Purchased electronics,828.51,0
3/14/2024,Food,Debit Card,Took out a meal from a restaurant,496.47,0
3/14/2024,Entertainment,UPI,Gaming console purchase,678.49,0
3/14/2024,Entertainment,Credit Card,Gaming console purchase,594.75,0
3/14/2024,Groceries,Debit Card,Bought fresh fruits and snacks,960.43,0
3/14/2024,Groceries,Cash,Bought vegetables and fruits,448.88,0
3/14/2024,Transportation,Credit Card,Uber ride to the office,532.62,2.04
3/14/2024,Entertainment,UPI,Movie tickets,165.93,0
3/15/2024,Shopping,UPI,Purchased electronics,161.97,0
3/15/2024,Transportation,Netbanking,Paid for train ticket,798.28,0
3/15/2024,Groceries,Cash,Grocery shopping at the local store,281.85,0
3/16/2024,Shopping,UPI,Shopping for accessories,22.6,0
3/16/2024,Entertainment,Netbanking,Concert tickets,460.03,0
3/16/2024,Entertainment,Netbanking,Gaming console purchase,910.84,0
3/16/2024,Transportation,Cash,Paid for a cab ride to work,811.77,0
3/16/2024,Entertainment,Debit Card,Gaming console purchase,844.05,0
3/16/2024,Shopping,Debit Card,Purchased electronics,563.96,0
3/16/2024,Medical Health,Credit Card,Bought medication,265.85,5.83
3/16/2024,Entertainment,Credit Card,Movie tickets,989.11,0
3/17/2024,Entertainment,Cash,Concert tickets,535.78,0
3/17/2024,Food,UPI,Ordered food from swiggy,748.13,0
3/17/2024,Shopping,Credit Card,Bought a gift for a friend's birthday,801.32,0
3/17/2024,Entertainment,UPI,Gaming console purchase,87.51,0
3/17/2024,Food,Credit Card,Had lunch at hotel,779.63,0
3/17/2024,Entertainment,Debit Card,Movie tickets,640.6,0
3/17/2024,Transportation,Credit Card,Bought a metro ticket for travel,597.91,0
3/17/2024,Shopping,Credit Card,Bought clothes,298.25,8.03
3/18/2024,Medical Health,Cash,Medical insurance payment,414.31,0
3/18/2024,Entertainment,Netbanking,Gaming console purchase,10.66,0
3/18/2024,Food,Debit Card,Dinner delivery from zomato,902.74,0
3/18/2024,Entertainment,UPI,Concert tickets,383.38,5.88
3/18/2024,Investment,UPI,Invested in stocks,269.64,5.4
3/18/2024,Groceries,Credit Card,Grocery shopping at the local store,891.81,2.96
3/18/2024,Medical Health,Cash,Medical insurance payment,26.96,0
3/18/2024,Entertainment,Debit Card,Concert tickets,226.83,0
3/19/2024,Groceries,UPI,Grocery shopping at the local store,466.23,0
3/19/2024,Transportation,Cash,Uber ride to the office,278.78,0
3/19/2024,Food,Cash,Took out a meal from a restaurant,769.77,0
3/19/2024,Medical Health,Cash,Health checkup cost,57.61,0
3/19/2024,Investment,Credit Card,Invested in stocks,872.8,0
3/19/2024,Transportation,Credit Card,Fuel refilled for the bike,45.81,0
3/19/2024,Food,Debit Card,Had dinner at a restaurant with friends,95.57,0
3/20/2024,Medical Health,Debit Card,Bought medication,375.2,0
3/21/2024,Entertainment,Debit Card,Concert tickets,13.15,0
3/21/2024,Groceries,Cash,Bought fresh fruits and snacks,194.63,0
3/21/2024,Food,Credit Card,Had lunch at hotel,695.75,0.2
3/21/2024,Investment,Cash,Bought mutual fund units,942.34,0
3/21/2024,Transportation,Debit Card,Paid for train ticket,903.16,0
3/21/2024,Medical Health,Credit Card,Bought medication,519.67,7.36
3/22/2024,Food,Credit Card,Had dinner at a restaurant with friends,146.33,0
3/22/2024,Entertainment,UPI,Movie tickets,492.49,0
3/22/2024,Shopping,UPI,Shopping for accessories,253.32,0
3/22/2024,Entertainment,UPI,Concert tickets,587.97,6.82
3/22/2024,Medical Health,Cash,Doctor's consultation fee,831.23,0
3/23/2024,Transportation,UPI,Paid for train ticket,219.7,0.88
3/23/2024,Transportation,Netbanking,Uber ride to the office,83.24,0
3/23/2024,Food,Debit Card,Had dinner at a restaurant with friends,291.53,0
3/23/2024,Groceries,Cash,Grocery shopping at the local store,411.33,0
3/24/2024,Transportation,Debit Card,Bought a metro ticket for travel,583.35,0
3/24/2024,Entertainment,Debit Card,Gaming console purchase,340.34,0
3/24/2024,Transportation,Credit Card,Paid for a cab ride to work,398.49,0
3/24/2024,Food,Credit Card,Dinner delivery from zomato,999.89,7.79
3/25/2024,Food,UPI,Dinner delivery from zomato,400.02,0
3/25/2024,Food,UPI,Took out a meal from a restaurant,678.43,2.68
3/25/2024,Shopping,Cash,Purchased electronics,721.19,0
3/25/2024,Medical Health,Netbanking,Medical insurance payment,971.27,0
3/25/2024,Food,Debit Card,Took out a meal from a restaurant,668.81,0
3/25/2024,Transportation,UPI,Paid for train ticket,547.41,1.79
3/25/2024,Medical Health,Debit Card,Doctor's consultation fee,396.65,0
3/25/2024,Medical Health,Cash,Bought medication,648.49,0
3/26/2024,Food,Credit Card,Took out a meal from a restaurant,716.92,0
3/26/2024,Groceries,Debit Card,Bought vegetables and fruits,234.31,0
3/26/2024,Investment,UPI,Bought mutual fund units,424,0
3/26/2024,Investment,Debit Card,Invested in stocks,785.77,0
3/26/2024,Entertainment,UPI,Gaming console purchase,392.9,9
3/26/2024,Transportation,Cash,Bought a metro ticket for travel,944.29,0
3/26/2024,Entertainment,Cash,Concert tickets,357.35,0
3/26/2024,Entertainment,UPI,Concert tickets,858.39,0
3/26/2024,Food,Debit Card,Took out a meal from a restaurant,286.75,0
3/27/2024,Shopping,Cash,Shopping for accessories,294.18,0
3/27/2024,Shopping,Netbanking,Shopping for accessories,405.98,0
3/27/2024,Medical Health,Debit Card,Medical insurance payment,128.84,0
3/27/2024,Food,Cash,Had dinner at a restaurant with friends,497.22,0
3/27/2024,Shopping,Credit Card,Shopping for accessories,697.2,0
3/28/2024,Medical Health,UPI,Health checkup cost,883.1,0
3/28/2024,Transportation,Cash,Paid for train ticket,369.06,0
3/28/2024,Entertainment,Debit Card,Movie tickets,239.51,0
3/28/2024,Groceries,Netbanking,Grocery shopping at the local store,871.4,0
3/28/2024,Transportation,UPI,Uber ride to the office,492.67,0
3/28/2024,Shopping,Debit Card,Bought household items,423.12,0
3/28/2024,Transportation,UPI,Bought a metro ticket for travel,124.83,0
3/28/2024,Groceries,Credit Card,Bought fresh fruits and snacks,136.7,0
3/28/2024,Food,Debit Card,Took out a meal from a restaurant,871.57,0
3/29/2024,Shopping,Debit Card,Purchased electronics,997.85,0
3/29/2024,Groceries,Credit Card,Purchased daily essentials,763.1,0
3/29/2024,Investment,Credit Card,Purchased bonds,21.33,8.46
3/29/2024,Investment,Credit Card,Bought mutual fund units,796.62,0
3/29/2024,Entertainment,UPI,Concert tickets,217.63,0
3/29/2024,Food,UPI,Had lunch at hotel,711.94,0
3/29/2024,Transportation,UPI,Paid for train ticket,625.67,0
3/29/2024,Entertainment,UPI,Concert tickets,952.85,0
3/30/2024,Transportation,Debit Card,Fuel refilled for the bike,337.63,0
3/30/2024,Transportation,Debit Card,Bought a metro ticket for travel,324.01,0
3/30/2024,Entertainment,Cash,Movie tickets,304.54,0
3/30/2024,Entertainment,Debit Card,Gaming console purchase,42.69,0
3/30/2024,Shopping,Cash,Shopping for accessories,265.12,0
3/30/2024,Shopping,UPI,Bought clothes,380.36,0
3/30/2024,Groceries,Credit Card,Bought vegetables and fruits,36.15,9.81
3/30/2024,Transportation,Credit Card,Bought a metro ticket for travel,872.76,5.32
4/1/2024,Entertainment,Debit Card,Movie tickets,712.06,0
4/1/2024,Investment,UPI,Investment in gold,560.18,0
4/1/2024,Groceries,Netbanking,Purchased daily essentials,801.77,0
4/1/2024,Groceries,UPI,Bought fresh fruits and snacks,251.96,4.43
4/1/2024,Food,UPI,Dinner delivery from zomato,174.27,0
4/1/2024,Shopping,Cash,Bought a gift for a friend's birthday,334.06,0
4/1/2024,Groceries,Netbanking,Purchased daily essentials,95.96,0
4/1/2024,Groceries,UPI,Grocery shopping at the local store,125.11,0
4/1/2024,Investment,Debit Card,Bought mutual fund units,584.82,0
4/1/2024,Investment,Netbanking,Purchased bonds,445.35,0
4/1/2024,Shopping,Debit Card,Purchased electronics,87.78,0
4/1/2024,Groceries,Credit Card,Bought vegetables and fruits,951.02,0
4/1/2024,Investment,Cash,Invested in stocks,439.19,0
4/2/2024,Medical Health,Cash,Doctor's consultation fee,339.1,0
4/2/2024,Shopping,Debit Card,Purchased electronics,413.27,0
4/2/2024,Shopping,Cash,Shopping for accessories,902.33,0
4/2/2024,Shopping,Cash,Bought household items,499.47,0
4/2/2024,Shopping,Debit Card,Bought a gift for a friend's birthday,828.18,0
4/3/2024,Medical Health,Debit Card,Doctor's consultation fee,230.26,0
4/3/2024,Food,Cash,Had dinner at a restaurant with friends,59.38,0
4/3/2024,Shopping,Debit Card,Bought a gift for a friend's birthday,651.84,0
4/3/2024,Groceries,Cash,Grocery shopping at the local store,149.69,0
4/4/2024,Groceries,Debit Card,Grocery shopping at the local store,638,0
4/4/2024,Transportation,Netbanking,Bought a metro ticket for travel,420.31,0
4/4/2024,Medical Health,Netbanking,Doctor's consultation fee,447.36,0
4/4/2024,Transportation,Debit Card,Fuel refilled for the bike,721.1,0
4/4/2024,Food,Netbanking,Took out a meal from a restaurant,505.33,0
4/4/2024,Entertainment,UPI,Gaming console purchase,781.66,2.63
4/4/2024,Entertainment,Debit Card,Gaming console purchase,964.37,0
4/4/2024,Food,Debit Card,Had dinner at a restaurant with friends,117.55,0
4/4/2024,Transportation,Credit Card,Bought a metro ticket for travel,997.37,0
4/4/2024,Entertainment,UPI,Movie tickets,355.48,7.21
4/4/2024,Shopping,Cash,Bought clothes,456.81,0
4/4/2024,Groceries,Credit Card,Purchased daily essentials,845.04,0
4/4/2024,Medical Health,Netbanking,Doctor's consultation fee,100.77,0
4/5/2024,Groceries,UPI,Grocery shopping at the local store,534.94,0
4/5/2024,Entertainment,UPI,Gaming console purchase,681.17,7.88
4/5/2024,Investment,Netbanking,Invested in stocks,180.06,0
4/5/2024,Medical Health,Credit Card,Doctor's consultation fee,155.44,0
4/5/2024,Groceries,Debit Card,Bought fresh fruits and snacks,37.89,0
4/5/2024,Groceries,Debit Card,Bought vegetables and fruits,999.85,0
4/5/2024,Medical Health,Credit Card,Health checkup cost,840.06,2.61
4/6/2024,Investment,Credit Card,Purchased bonds,312.51,3.93
4/6/2024,Transportation,UPI,Fuel refilled for the bike,257.82,0
4/6/2024,Investment,Cash,Purchased bonds,696.26,0
4/6/2024,Shopping,Cash,Bought a gift for a friend's birthday,464.78,0
4/6/2024,Investment,Debit Card,Investment in gold,594.94,0
4/7/2024,Investment,Debit Card,Bought mutual fund units,193.95,0
4/7/2024,Entertainment,UPI,Gaming console purchase,392.04,0
4/7/2024,Food,Cash,Ordered food from swiggy,173.26,0
4/7/2024,Shopping,UPI,Bought a gift for a friend's birthday,582.55,0
4/7/2024,Food,Credit Card,Ordered food from swiggy,241.55,8.51
4/7/2024,Food,Netbanking,Took out a meal from a restaurant,404.07,0
4/7/2024,Shopping,Netbanking,Bought clothes,66.35,0
4/7/2024,Shopping,UPI,Bought a gift for a friend's birthday,286.16,0
4/7/2024,Investment,Credit Card,Invested in stocks,341.72,0
4/7/2024,Groceries,Netbanking,Bought vegetables and fruits,99.03,0
4/8/2024,Transportation,UPI,Paid for a cab ride to work,829.51,0
4/8/2024,Transportation,Debit Card,Paid for a cab ride to work,210.82,0
4/8/2024,Medical Health,Debit Card,Health checkup cost,272.71,0
4/8/2024,Entertainment,Cash,Concert tickets,931.96,0
4/8/2024,Medical Health,Netbanking,Bought medication,890.05,0
4/8/2024,Transportation,Credit Card,Paid for train ticket,278.01,0
4/8/2024,Entertainment,Netbanking,Movie tickets,329.66,0
4/8/2024,Medical Health,Netbanking,Health checkup cost,776.95,0
4/8/2024,Groceries,Debit Card,Bought vegetables and fruits,656.33,0
4/9/2024,Shopping,UPI,Bought clothes,398.57,0
4/9/2024,Entertainment,Netbanking,Movie tickets,488.48,0
4/10/2024,Food,Cash,Had dinner at a restaurant with friends,477.27,0
4/10/2024,Groceries,Netbanking,Purchased daily essentials,191.44,0
4/10/2024,Entertainment,UPI,Concert tickets,542.47,7.57
4/10/2024,Investment,Debit Card,Bought mutual fund units,172.46,0
4/10/2024,Entertainment,UPI,Movie tickets,195.51,0
4/11/2024,Entertainment,Netbanking,Movie tickets,649.8,0
4/11/2024,Investment,UPI,Invested in stocks,833.34,0
4/11/2024,Groceries,Netbanking,Grocery shopping at the local store,381.32,0
4/11/2024,Investment,Netbanking,Bought mutual fund units,545.28,0
4/11/2024,Transportation,Netbanking,Fuel refilled for the bike,420.56,0
4/11/2024,Entertainment,Credit Card,Concert tickets,20.2,1.99
4/11/2024,Food,Credit Card,Dinner delivery from zomato,947.09,0
4/12/2024,Shopping,Cash,Bought household items,727.06,0
4/12/2024,Groceries,Credit Card,Purchased daily essentials,953.64,0
4/12/2024,Groceries,Credit Card,Bought fresh fruits and snacks,648.96,0
4/12/2024,Shopping,Netbanking,Shopping for accessories,343.43,0
4/12/2024,Food,Cash,Ordered food from swiggy,104.37,0
4/12/2024,Entertainment,UPI,Gaming console purchase,829.96,0
4/12/2024,Food,UPI,Dinner delivery from zomato,956.47,0
4/12/2024,Transportation,Netbanking,Bought a metro ticket for travel,767.02,0
4/12/2024,Food,Cash,Dinner delivery from zomato,451.06,0
4/12/2024,Medical Health,Cash,Doctor's consultation fee,131.21,0
4/13/2024,Investment,Netbanking,Bought mutual fund units,810.4,0
4/13/2024,Transportation,Cash,Bought a metro ticket for travel,413.36,0
4/13/2024,Medical Health,Debit Card,Bought medication,702.89,0
4/13/2024,Transportation,Debit Card,Uber ride to the office,633.65,0
4/14/2024,Food,Credit Card,Ordered food from swiggy,224.04,0
4/14/2024,Transportation,Credit Card,Paid for a cab ride to work,904.64,0
4/14/2024,Shopping,UPI,Bought clothes,934.2,5.05
4/14/2024,Shopping,Cash,Purchased electronics,158.78,0
4/14/2024,Investment,Credit Card,Invested in stocks,840.46,0
4/14/2024,Shopping,UPI,Purchased electronics,43.9,0
4/15/2024,Medical Health,Netbanking,Bought medication,123.42,0
4/15/2024,Medical Health,UPI,Health checkup cost,412.22,0
4/15/2024,Investment,Cash,Purchased bonds,214.88,0
4/15/2024,Transportation,Credit Card,Fuel refilled for the bike,746.47,0
4/15/2024,Food,UPI,Took out a meal from a restaurant,151.39,0
4/15/2024,Groceries,Netbanking,Bought vegetables and fruits,945.37,0
4/15/2024,Shopping,UPI,Shopping for accessories,485.15,0
4/16/2024,Shopping,Cash,Shopping for accessories,851.02,0
4/16/2024,Entertainment,Cash,Gaming console purchase,377.13,0
4/16/2024,Transportation,Netbanking,Uber ride to the office,576.99,0
4/16/2024,Groceries,Debit Card,Grocery shopping at the local store,911.04,0
4/16/2024,Investment,Debit Card,Bought mutual fund units,78.71,0
4/16/2024,Transportation,Debit Card,Uber ride to the office,553.17,0
4/16/2024,Groceries,Cash,Bought vegetables and fruits,832.63,0
4/16/2024,Shopping,Cash,Purchased electronics,264.08,0
4/16/2024,Groceries,Credit Card,Bought fresh fruits and snacks,761.38,0
4/16/2024,Transportation,Debit Card,Paid for a cab ride to work,144.42,0
4/17/2024,Groceries,Credit Card,Bought fresh fruits and snacks,175.54,0
4/17/2024,Food,UPI,Dinner delivery from zomato,786.44,0
4/17/2024,Investment,Debit Card,Investment in gold,349.45,0
4/17/2024,Entertainment,Netbanking,Gaming console purchase,991.16,0
4/17/2024,Food,Netbanking,Dinner delivery from zomato,362.7,0
4/17/2024,Investment,UPI,Invested in stocks,982.4,0
4/17/2024,Medical Health,UPI,Medical insurance payment,284.45,0
4/18/2024,Entertainment,UPI,Gaming console purchase,531.67,2.44
4/18/2024,Groceries,Netbanking,Bought fresh fruits and snacks,226.48,0
4/18/2024,Entertainment,Netbanking,Concert tickets,745.8,0
4/18/2024,Entertainment,Cash,Concert tickets,819.55,0
4/18/2024,Entertainment,Credit Card,Concert tickets,666.31,2.79
4/18/2024,Medical Health,Debit Card,Doctor's consultation fee,390.31,0
4/19/2024,Groceries,Credit Card,Bought vegetables and fruits,39.2,0
4/19/2024,Shopping,Credit Card,Bought clothes,418.49,0
4/19/2024,Investment,Netbanking,Purchased bonds,995.21,0
4/19/2024,Medical Health,Netbanking,Bought medication,749.46,0
4/19/2024,Shopping,Credit Card,Bought household items,725.61,0
4/19/2024,Transportation,Debit Card,Uber ride to the office,482.92,0
4/19/2024,Transportation,UPI,Paid for a cab ride to work,779.04,0
4/19/2024,Medical Health,Debit Card,Doctor's consultation fee,334.76,0
4/19/2024,Investment,UPI,Investment in gold,602.24,0
4/19/2024,Groceries,Debit Card,Bought vegetables and fruits,427.01,0
4/19/2024,Shopping,Credit Card,Purchased electronics,289.75,0
4/19/2024,Entertainment,Cash,Movie tickets,765.31,0
4/19/2024,Transportation,Debit Card,Fuel refilled for the bike,50.39,0
4/20/2024,Food,UPI,Dinner delivery from zomato,529.51,0
4/20/2024,Transportation,Cash,Paid for a cab ride to work,175.12,0
4/20/2024,Medical Health,Debit Card,Medical insurance payment,310.1,0
4/20/2024,Transportation,Netbanking,Paid for a cab ride to work,518.23,0
4/20/2024,Shopping,Debit Card,Bought clothes,39.39,0
4/21/2024,Entertainment,Netbanking,Gaming console purchase,851.1,0
4/21/2024,Entertainment,Netbanking,Movie tickets,275.92,0
4/21/2024,Food,Debit Card,Had lunch at hotel,281.15,0
4/21/2024,Investment,Credit Card,Bought mutual fund units,372.43,0
4/21/2024,Groceries,Cash,Bought vegetables and fruits,180.34,0
4/21/2024,Investment,Netbanking,Invested in stocks,102.78,0
4/21/2024,Food,Cash,Ordered food from swiggy,966.71,0
4/21/2024,Transportation,Credit Card,Bought a metro ticket for travel,695.54,0
4/22/2024,Food,Cash,Dinner delivery from zomato,465.13,0
4/22/2024,Shopping,Cash,Bought household items,787.22,0
4/22/2024,Groceries,UPI,Bought vegetables and fruits,92.36,0
4/22/2024,Entertainment,Debit Card,Concert tickets,288.39,0
4/22/2024,Groceries,Credit Card,Purchased daily essentials,525.95,0
4/22/2024,Entertainment,Netbanking,Movie tickets,117.57,0
4/22/2024,Transportation,Netbanking,Uber ride to the office,185.3,0
4/22/2024,Food,Credit Card,Ordered food from swiggy,560.03,0
4/22/2024,Entertainment,Netbanking,Concert tickets,626.51,0
4/23/2024,Food,Debit Card,Had dinner at a restaurant with friends,911.75,0
4/23/2024,Investment,Netbanking,Purchased bonds,989.71,0
4/23/2024,Entertainment,Debit Card,Movie tickets,41.61,0
4/23/2024,Food,Debit Card,Took out a meal from a restaurant,377.03,0
4/23/2024,Shopping,UPI,Bought household items,865.79,8.51
4/23/2024,Entertainment,Cash,Gaming console purchase,538.79,0
4/23/2024,Investment,Debit Card,Investment in gold,643.91,0
4/23/2024,Transportation,Netbanking,Paid for train ticket,959.27,0
4/24/2024,Groceries,UPI,Bought vegetables and fruits,874.92,0
4/24/2024,Shopping,Cash,Bought clothes,166.98,0
4/24/2024,Medical Health,Credit Card,Health checkup cost,432.47,0
4/24/2024,Entertainment,Netbanking,Concert tickets,911.37,0
4/24/2024,Entertainment,Credit Card,Gaming console purchase,440.56,0
4/25/2024,Groceries,UPI,Bought fresh fruits and snacks,180.17,0
4/25/2024,Food,Credit Card,Had lunch at hotel,291.04,0
4/25/2024,Investment,Credit Card,Investment in gold,62.64,0
4/25/2024,Investment,Debit Card,Purchased bonds,403.1,0
4/25/2024,Transportation,UPI,Fuel refilled for the bike,89.73,0
4/26/2024,Entertainment,Credit Card,Concert tickets,307.47,0
4/26/2024,Food,UPI,Took out a meal from a restaurant,792.33,0.42
4/26/2024,Medical Health,Debit Card,Doctor's consultation fee,128.13,0
4/26/2024,Shopping,Credit Card,Shopping for accessories,186.45,0
4/26/2024,Transportation,Credit Card,Fuel refilled for the bike,597.4,5.13
4/26/2024,Shopping,UPI,Shopping for accessories,561.21,0
4/26/2024,Shopping,Netbanking,Bought household items,534.8,0
4/27/2024,Groceries,Cash,Purchased daily essentials,566.5,0
4/27/2024,Medical Health,Debit Card,Bought medication,740.85,0
4/28/2024,Entertainment,Netbanking,Concert tickets,428.37,0
4/28/2024,Investment,Netbanking,Purchased bonds,849.74,0
4/28/2024,Investment,Debit Card,Invested in stocks,314.28,0
4/29/2024,Medical Health,Credit Card,Doctor's consultation fee,266.92,0
4/29/2024,Medical Health,UPI,Doctor's consultation fee,623.6,0
4/29/2024,Groceries,Credit Card,Purchased daily essentials,536.97,0
4/29/2024,Transportation,Debit Card,Uber ride to the office,900.57,0
4/29/2024,Groceries,Cash,Grocery shopping at the local store,680.42,0
5/1/2024,Shopping,Debit Card,Bought clothes,487.51,0
5/2/2024,Medical Health,Cash,Medical insurance payment,666.7,0
5/2/2024,Entertainment,Cash,Concert tickets,660.64,0
5/2/2024,Investment,Debit Card,Invested in stocks,606.55,0
5/2/2024,Groceries,Cash,Bought vegetables and fruits,29.24,0
5/2/2024,Food,Credit Card,Had lunch at hotel,201.46,0
5/2/2024,Entertainment,Cash,Gaming console purchase,450.91,0
5/2/2024,Groceries,Credit Card,Grocery shopping at the local store,108.48,0
5/2/2024,Food,UPI,Dinner delivery from zomato,845.27,0
5/3/2024,Investment,Cash,Purchased bonds,930.14,0
5/3/2024,Food,Cash,Had dinner at a restaurant with friends,376.74,0
5/4/2024,Food,Debit Card,Had lunch at hotel,354.18,0
5/4/2024,Groceries,Netbanking,Purchased daily essentials,803.28,0
5/4/2024,Entertainment,UPI,Gaming console purchase,449.06,0
5/4/2024,Investment,Debit Card,Purchased bonds,499.74,0
5/4/2024,Groceries,Netbanking,Bought fresh fruits and snacks,768.72,0
5/4/2024,Transportation,UPI,Fuel refilled for the bike,898.52,0
5/5/2024,Food,Netbanking,Took out a meal from a restaurant,776.06,0
5/5/2024,Investment,Cash,Investment in gold,366.42,0
5/5/2024,Medical Health,Cash,Bought medication,534.48,0
5/5/2024,Medical Health,Cash,Health checkup cost,92.55,0
5/5/2024,Medical Health,Debit Card,Doctor's consultation fee,649.84,0
5/5/2024,Food,Credit Card,Had lunch at hotel,796.83,0
5/6/2024,Shopping,Debit Card,Bought household items,610.15,0
5/6/2024,Transportation,Debit Card,Uber ride to the office,769.1,0
5/6/2024,Investment,Cash,Purchased bonds,192.78,0
5/6/2024,Investment,Credit Card,Invested in stocks,641.21,0
5/6/2024,Medical Health,Credit Card,Health checkup cost,229.09,9.93
5/6/2024,Transportation,Credit Card,Uber ride to the office,973.63,0
5/7/2024,Medical Health,Credit Card,Doctor's consultation fee,818.96,0
5/7/2024,Entertainment,Debit Card,Movie tickets,532.29,0
5/7/2024,Shopping,UPI,Bought household items,846.7,0
5/7/2024,Food,UPI,Took out a meal from a restaurant,618.1,0
5/7/2024,Food,Credit Card,Ordered food from swiggy,883.65,0
5/7/2024,Groceries,Debit Card,Bought fresh fruits and snacks,746.63,0
5/8/2024,Investment,UPI,Investment in gold,278.71,3.58
5/8/2024,Shopping,Debit Card,Bought a gift for a friend's birthday,999.86,0
5/8/2024,Investment,Netbanking,Investment in gold,594.2,0
5/8/2024,Medical Health,UPI,Health checkup cost,587.1,0
5/8/2024,Groceries,Debit Card,Purchased daily essentials,160.33,0
5/8/2024,Medical Health,UPI,Health checkup cost,995.12,0
5/8/2024,Entertainment,Netbanking,Movie tickets,673.11,0
5/9/2024,Food,UPI,Dinner delivery from zomato,679.35,8.63
5/9/2024,Shopping,Netbanking,Purchased electronics,543.45,0
5/9/2024,Entertainment,Credit Card,Movie tickets,458.3,0
